,0,1
9198,boredom,humor
9199,referee,player
9200,teeth,mouth
9201,drew,bought
9202,door,up
9203,destroyed,discovered
9204,words,dust
9205,out,in
9206,brought,forget
9207, passed by, collided
9208,reputation,privacy
9209,scar,smile
9210,painted,broken
9211,air,sand
9212, down ##grade ##d, upgraded
9213, travel around, go church
9214,away,in
9215,classmates,pets
9216, in another country, at his parent ' s
9217,designed,launched
9218, whisper, speak up
9219,tree,flowers
9220, blushed in front of, was kissed by
9221, seeds, fe ##rti ##lizer
9222, frozen, un ##san ##ita ##ry
9223,positive,negative
9224,made,skipped
9225, their best player, referee
9226, rated r, animated
9227, a spa ##m, an important ##fa ##ls ##e : 1
9228,lower,higher
9229,with,without
9230,down,up
9231,birds,humans
9232,table,cake
9233,pencil,comb
9234, cotton, a knife
9235,tv,radio
9236, convenience, inc ##on ##ven ##ience
9237,acquire,give
9238,earn,spend
9239,answer,question
9240,study,sleep
9241,fear,sleepy
9242,exciting,comfortable
9243, the bar, school
9244,eyes,pages
9245,big,small
9246,friends,animals
9247,film,hospital
9248, pedal ##ed, danced
9249,breeze,torch
9250,more,walk
9251,difficult,simple
9252, not,
9253, communicating with others, speaking spanish
9254,bad,good
9255, like, same do
9256,smaller,bigger
9257,bird,weasel
9258,dead,correct
9259,nervous,entertained
9260,cold,hot
9261,sky,water
9262,dirty,clean
9263, ' s is different, has the same
9264,harder,softer
9265, convenient, inc ##on ##ven ##ient
9266,healthy,sick
9267,girls,boys
9268,, not
9269, shouldn ' t, should
9270,day,flowers
9271,fine,bad
9272,boring,interesting
9273, never, every day
9274,thin,fat
9275,long,short
9276,fail,win
9277,winter,spring
9278,##f,bread
9279, basketball, sheet of paper
9280,car,boat
9281,war,sleep
9282, the computer, radio
9283,water,fuel
9284,father,mother
9285, do exercise, sleep
9286,pool,car
9287, soap, a stone
9288,iron,paper
9289,awake,asleep
9290,words,water
9291, doing homework, sleeping
9292,water,fire
9293, sleeps a lot, drinks too much alcohol
9294,right,left
9295,oil,water
9296, kill, make healthy .
9297,exhausted,energetic
9298,short,the
9299, ink, deter ##gent
9300,gain,lose
9301,earn,spend
9302,males,females
9303, diver ##gent attention, concentration
9304, gravity an device, electricity devices
9305,before,after
9306,bed,sink
9307,students,teachers
9308, after turned on, when off
9309,water,petrol
9310,grades,her
9311,fish,elephants
9312, a dictionary, newspapers
9313, down jackets, swim ##suit ##s
9314, in daytime, at night
9315,letter,newspapers
9316,arguing,kissing
9317,dirty,##liness
9318, driving license, passport
9319,drinks,milk
9320,back,front
9321,reduce,increase
9322,higher,lower
9323,after,before
9324,foot,plane
9325,lose,gain
9326,laugh,cry
9327,new,same
9328,cause,cure
9329, drive may be ., is are driving
9330,winds,rains
9331,stores,elephants
9332, ##ers, cows
9333,name,gdp
9334, cheese, a trap
9335, shoe ##box, closet
9336,cheap,expensive
9337, lemon ##s, water ##mel ##ons
9338,orange,banana
9339,tastes,looks
9340,so,because
9341,sheep,vegetables
9342,must,can
9343,legs,arms
9344, gown ##s, rings
9345,desert,lake
9346, pilot, agent
9347,open,closed
9348, be asleep, have a dream
9349,wallet,finger
9350,tiger,fish
9351, have lunch, take a shower
9352,hear,see
9353,kind,rude
9354, ke ##rose ##ne, water
9355,gallery,cinema
9356,cup,plate
9357,window,hood
9358,smelling,eating
9359,windows,walls
9360, happened past, will happen future
9361,garage,highway
9362, basketball, the piano
9363,microphone,confidence
9364,pajamas,shoes
9365,planes,wings
9366, curiosity, la ##zine ##ss
9367,love,hate
9368,rich,fat
9369,angry,happy
9370,pool,##tub
9371,inventions,invitations
9372, milk, ke ##rose ##ne
9373, de ##bit, home
9374,bad,good
9375, have fun, prepare for exam
9376,recipe,menu
9377,sleep,read
9378,cooking,jewelry
9379, ourselves, the enemy
9380, computer, ##guard
9381,avoid,catch
9382, an earthquake, rainy
9383, cr ##ut ##ch, chair
9384,read,cry
9385,tired,hungry
9386,open,locked
9387,angry,happy
9388,blue,white
9389,dead,dry
9390,evening,afternoon
9391,little,big
9392,ball,teammate
9393,fire,screen
9394,soup,vegetables
9395, fell, fl ##ied
9396, russia, the north pole
9397,clouds,trees
9398,customer,product
9399,exercise,food
9400,anything,something
9401, knowledge, a book
9402,wallet,car
9403, bait, swim ##suit
9404,fantastic,fair
9405, bookstore ##s, hospitals
9406,forest,moon
9407,hospital,pharmacy
9408,salt,sugar
9409, people, microphone ##s
9410, my car, patience
9411,but,and
9412,laughter,cry
9413,bed,sleep
9414,after,before
9415, want any more, understand anymore
9416,ticket,well
9417,diary,newspaper
9418,sport,ball
9419,buy,borrow
9420,vodka,coffee
9421,coffee,vodka
9422,glass,grass
9423,doctor,psychologist
9424, fe ##rti ##lizer, trees
9425, act in, watch
9426,cat,horse
9427,together,apart
9428,punish,reward
9429,happy,sad
9430,hungry,thirsty
9431, t - shirt, vegetables
9432,paid,wait
9433,basket,bottle
9434, glue, shoe ##lace ##s
9435,food,knowledge
9436,read,laugh
9437,objective,subjective
9438,airport,plane
9439, taller, fat ##ter
9440, in ##vi ##gil ##ate, pass
9441,because,although
9442,spoon,fork
9443,pilot,husband
9444,nasal,ear
9445,american,mars
9446, eye ##glass ##es, clothes
9447,hand,eye
9448,second,third
9449, fingernails, toe ##nail ##s
9450, stress ##ful, relaxed
9451,clouds,rocks
9452, you can find rocks underground, we added steel to keep the fire burning
9453,dangerous,ok
9454,flood,rain
9455, swimming pool, sea
9456, chop ##stick ##s, mouth
9457,ruler,compass
9458,hurt,encouraged
9459,wind,leaves
9460,people,moon
9461,heart,bicycle
9462,sick,fun
9463,falling,drowning
9464,because,so
9465, chef, cooke ##r
9466,wall,ground
9467,slowly,fast
9468,hand,foot
9469,chicken,elephant
9470,cook,eat
9471,at,to
9472,cat,me
9473,on,off
9474, reused it, used another one
9475,box,book
9476,wait,sing
9477,legs,tail
9478, married, divorce
9479,roots,leaves
9480,angry,happy
9481, staircase, hand ##rail
9482, earn money, relax
9483,teeth,face
9484, on beach, in rainy day
9485,buy,sell
9486,, bad
9487, internet, hi - fi
9488, la ##zine ##ss, leadership
9489,farmers,animals
9490, tooth ##pas ##te, tomato paste
9491,beer,milk
9492, cake,
9493,forest,library
9494,kitchen,bedroom
9495,happy,sad
9496,pouch,hands
9497,juice,apples
9498, stomach ##ache, energetic
9499,later,money
9500,homework,sports
9501,brought,built
9502,swimming,well
9503,swim,draw
9504,##r,brown
9505, slowed down, speed ##ed up
9506,wife,job
9507,or,and
9508,its,his
9509,fuel,cookies
9510, prison, home
9511,healthy,alive
9512,saw,heard
9513,patients,doctors
9514, stands, soccer field
9515,trip,car
9516,orderly,messy
9517,hand,foot
9518, cal ##cula ##tor, ruler
9519,dug,planted
9520,glass,steel
9521, wine rack, ##hel ##f
9522,smell,see
9523,##rs,##s
9524, beach, dressing room
9525,rainy,fine
9526, fire ##fighter, police
9527,mind,brain
9528,bait,fish
9529,swimming,diving
9530, studying, having fun
9531,snake,book
9532,fork,knife
9533,little,much
9534,happy,angry
9535, wine cellar ##s, bars
9536, sleeping, st ##im ##ula ##nt
9537, post ##man, policeman
9538, a fish, bamboo
9539,zoo,rare
9540,shape,figure
9541,salt,sugar
9542,thinking,saying
9543,hat,mask
9544,mother,dad
9545, hang off, answer
9546, met, had call
9547,roof,root
9548, shouldn ' t too, should as as can
9549, religion, the taste
9550,name,taste
9551,car,bicycle
9552,younger,older
9553,temperature,brightness
9554, got married, divorced
9555,leaves,water
9556, tooth ##pas ##te, piece of soap
9557,lover,audience
9558, don ' t need, lack
9559,good,destroying
9560,organs,organ
9561,trees,mines
9562,reading,running
9563,spring,autumn
9564, short ##coming ##s, advantages
9565,driver,chef
9566,mother,president
9567,difficult,simple
9568,chinese,english
9569,ground,trees
9570, strange accent, standard spoken english
9571,found,cured
9572,sleeping,working
9573,she,he
9574,bad,good
9575,afternoon,morning
9576,beds,chairs
9577, all, some
9578,money,encouragement
9579, shops, car parks
9580,words,pictures
9581,sky,ground
9582, ease of use, decoration
9583,journalists,printers
9584, watch videos, listen music
9585,buy,download
9586, share with others, enjoy alone
9587, the same toilet, different toilets
9588,tidy,litter
9589,code,crops
9590, have long time, don ' t
9591,study,sleep
9592,computer,paper
9593,paper,plastic
9594,electricity,sunlight
9595, be attractive, hide
9596,forgot,recalled
9597,barking,english
9598,email,letter
9599,encourage,forbid
9600,brain,socks
9601,food,snacks
9602,apples,leaves
9603, hit through, warp
9604,proper,extreme
9605,distance,pole
9606,again,##der
9607,clean,design
9608,to,ro
9609,fireplace,house
9610, crying, bloom ##ing
9611,talk,play
9612, an umbrella, sunglasses
9613,dirty,clean
9614,real,fabricated
9615, ignore, pay attention to
9616, industrial ##ized, agricultural
9617, remember, chat with
9618,photo,friend
9619,friends,owner
9620,language,climate
9621,unique,expensive
9622,hurts,hurt
9623, makeup cabinet, first - aid kit
9624,wheat,pigs
9625, plum blossoms, lotus
9626, desert, dessert ##s
9627,high,low
9628,puppy,chick
9629,extended,shortened
9630,planet,star
9631,ocean,land
9632, homework, house ##work
9633,actors,athletes
9634,normal,nice
9635,funeral,celebration
9636,inferior,better
9637,shorter,longer
9638, moon, stars
9639,tails,gills
9640,smell,drink
9641,trunk,backseat
9642, wear gloves, wash their hands
9643, don ' t want freedom, sinn ##ed
9644, singapore, south africa
9645, a thicker cloth, an umbrella
9646,plane,bicycle
9647,sad,mad
9648, was fined, got a scholarship
9649,bleeding,sweating
9650, don need to, can
9651,music,reading
9652,lips,mouths
9653, relaxed minds ##et, cat walking
9654,cheerful,major
9655,##boards,##s
9656,mother,father
9657,flowers,crops
9658, photos ##hop, paint
9659,cells,mars
9660, cooking, taking a shower
9661,bar,cinema
9662, eldest son, grandson
9663,international,domestic
9664,car,bicycle
9665,wine,gas
9666,common,rare
9667,fingerprints,names
9668, eye contact, touch
9669,she,he
9670,waterfalls,airports
9671,days,years
9672,lungs,noses
9673, sailing ship, friendship
9674,thief,actor
9675, vo ##cation, gender
9676,hello,goodbye
9677, bank, police station
9678, creativity, beautiful voice
9679,jacket,bag
9680, marry, break up with
9681,names,fingerprints
9682, flooded, dried up
9683, the paintings, music
9684,art,artist
9685,plastic,wood
9686,religion,science
9687,air,grass
9688, wallet, kitchen ##ware
9689, un ##lu ##cky, lucky
9690, sometimes, every day
9691,drugs,food
9692,table,box
9693,because,although
9694,themselves,heat
9695,next,last
9696,health,beauty
9697,goose,human
9698,rare,common
9699,photographed,cooked
9700,good,bad
9701,recycling,garbage
9702,seat,leather
9703,quality,sources
9704,one,people
9705,tent,night
9706,don,can
9707,fuel,electricity
9708,, la ##g
9709,roots,leaves
9710,quit,join
9711,woman,man
9712,weight,appearance
9713, benign, mali ##gnant
9714,food,fun
9715,shorter,taller
9716,paper,pens
9717,knife,spoon
9718,names,scores
9719,longer,curly
9720, died, were born
9721,a,one
9722,fans,conditioning
9723,passports,visas
9724, selfish, un ##sel ##fish
9725, solar calendar, lunar
9726, give credit card, pay
9727, desktop pc, laptop
9728,logo,prices
9729,photo,video
9730, the spread of infection, being recognized
9731,white,black
9732,has,have
9733,shoes,##pers
9734,food,water
9735, library, open air park
9736,water,dirt
9737,concerts,college
9738, the only, one
9739,slowly,unchanged
9740, smarter, more energetic
9741,car,bicycle
9742, hamburger ##s, iron
9743, in parking lot, at airport
9744, at adolescence, in old age
9745,plants,animals
9746,fast,clean
9747, ##brush, teeth
9748, paying money, communicating with cash ##iers
9749, are photographed by, photograph
9750,nobody,everybody
9751, swimming pool, ocean
9752,while,before
9753, walk, take ship
9754,wages,fed
9755, work with, encourage
9756,cheerful,angry
9757,beauty,warmth
9758, driving car, reading books
9759,hand,head
9760,personal,public
9761, the sun, farmers
9762,surprised,scared
9763,hopeful,hopeless
9764,winter,summer
9765, read messages, un ##rea ##d emails
9766, the cure of the, prevention
9767, ##r, pan
9768,vacation,exams
9769,clues,disguise
9770, may, can definitely
9771,more,some
9772,blind,deaf
9773,cloudy,clear
9774,caps,helmets
9775,and,or
9776,animals,seen
9777,cowboy,horses
9778,boredom,enjoyment
9779,painted,sang
9780,money,cash
9781,dog,audience
9782,players,audience
9783, turn off, say goodbye people on
9784,plane,wind
9785,train,submarine
9786,equipment,gym
9787,pleasure,business
9788,show,sell
9789,hospital,pharmacy
9790,weight,fingers
9791,believed,betrayed
9792,salt,warm
9793,weather,height
9794, ink, a link
9795, sale, everyone to learn
9796,bell,alarm
9797,products,health
9798,violence,patience
9799,atoms,cells
9800, avant - garde, outdated
9801, driver, young man
9802,water,fire
9803, products salesman, sales ##men product
9804,clothes,computers
9805,op,top
9806,entrance,boundary
9807,goods,ideas
9808, micro ##cos ##m, universe
9809,wings,front
9810,party,funeral
9811,pillow,person
9812,children,parents
9813,games,##s
9814,animals,pets
9815,grow,buy
9816,sun,water
9817,taxi,train
9818,home,airplane
9819, not forgetting the knowledge, recording what were thinking
9820,noisy,quiet
9821,open,close
9822, talk living, the dead
9823,sweat,tears
9824,windows,walls
9825, over fire, with cold water
9826,fence,entrance
9827, fitted, overs ##ize
9828, break, ab ##ide by
9829,wood,metal
9830,like,hate
9831, usually the same, can different
9832, un ##hea ##lth ##y, healthy
9833, often, usually don ' t
9834, study harder for, cheat
9835, ind ##ul ##ge, ref ##resh
9836, egg, tiger meat
9837,arms,legs
9838,athletic,formal
9839,train,boat
9840,are,is
9841,forks,knives
9842,birds,goats
9843,plastics,metal
9844, has happened recently, will happen in the future
9845, water, et ##hyl alcohol
9846, drawing an oil painting, reading a newspaper
9847,hungry,full
9848,chewing,cooking
9849,rat,person
9850,dog,bird
9851,cold,hot
9852,ears,noses
9853,sleeping,jogging
9854,winter,summer
9855,without,with
9856,books,popcorn
9857, fire ##woods, rocks
9858,dry,wet
9859,snacks,skiing
9860, cameras, cr ##ayo ##ns
9861, poles, chop ##stick ##s
9862,wet,dry
9863,running,resting
9864,cookies,computers
9865,basket,blanket
9866,playing,learning
9867,nice,bad
9868,hands,feet
9869,zero,ninety
9870,paper,cake
9871,happy,angry
9872,unhappy,shocked
9873,washed,painted
9874, got, didn ' t get
9875, missed, distrust ##ed
9876,into,##ed
9877, remained quiet, told a joke
9878,toe,finger
9879, water, deter ##gent
9880,picture,hole
9881,joined,left
9882,music,sound
9883, cloudy, fog ##gy
9884, suit altered, shoes shine ##d
9885,umbrella,laptop
9886, slippery, fra ##grant
9887, se ##wed, glued
9888,help,avoid
9889,poverty,taxes
9890,month,minutes
9891, ate, threw away
9892, cr ##umble ##d, flattened
9893,hiking,swimming
9894,entered,exited
9895, recorded, turned off
9896,comedy,horror
9897, medical school, hospital
9898,enemy,friend
9899,alike,close
9900,times,once
9901,vegetarian,food
9902,floor,stain
9903,boiled,dropped
9904,out,in
9905, was sweaty from working out, opened new bar of soap
9906, battery died, warrant ##y expired
9907,stress,money
9908,place,##creen
9909,as,a
9910,before,after
9911, stopped bleeding, healed
9912,hands,##biotic
9913,new,broken
9914,commenced,postponed
9915, tick ##led, kicked
9916,party,dance
9917, bank, wallet store
9918, played computer games, lifted weights
9919,refrigerator,pot
9920,thick,down
9921,punched,mocked
9922,deer,gun
9923,delicious,spicy
9924,deadly,risky
9925,cat,doll
9926,house,bag
9927,above,under
9928, gestures, phone calls
9929,writing,cheating
9930,thin,fat
9931,because,so
9932,hotel,restaurant
9933,desert,lake
9934, washing powder, mud
9935,newspapers,bread
9936,eight,two
9937,hotel,hospital
9938, parrot, tor ##to ##ise
9939, evening dress, night ##go ##wn
